"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"GQ02"	"GQ02_01"	"GQ02_02"	"GQ02_03"	"GQ02_04"	"GQ02_05"	"GQ02_06"	"GQ02_09"	"GQ02_10"	"GQ02_07"	"GQ02_07a"	"BI01"	"BI02"	"BI04_01"	"BI05"	"BI05_01"	"BI05_02"	"BI05_03"	"BI05_04"	"BI05_05"	"BI05_06"	"BI05_07"	"BI05_08"	"BI05_09"	"BI05_10"	"BI05_11"	"BI05_12"	"BI05_13"	"BI05_14"	"BI05_15"	"BI05_16"	"BI05_17"	"BI05_18"	"BI05_19"	"BI05_20"	"BI05_21"	"BI05_22"	"BI05_23"	"BI05_24"	"BI05_27"	"BI05_25"	"BI05_25a"	"BI05_26"	"BI06_01"	"BI07"	"BI08"	"BI08_01"	"BI08_02"	"BI08_03"	"BI08_04"	"BI08_05"	"BI08_06"	"BI08_07"	"BI08_08"	"BI08_09"	"BI08_10"	"BI08_11"	"BI08_11a"	"BI08_12"	"BI09"	"BI09_01"	"BI09_01a"	"BI09_02"	"BI09_03"	"BI09_04"	"BI09_05"	"BI09_06"	"BI09_07"	"BI09_08"	"BI09_08a"	"BI10"	"BI11"	"PR01"	"PR01_01"	"PR01_02"	"PR01_03"	"PR01_04"	"PR01_05"	"PR01_05a"	"PR01_06"	"PR03"	"PR07_02"	"PR07_03"	"PR07_04"	"PR07_05"	"PR07_06"	"PR07_07"	"PR07_08"	"PR07_09"	"PR07_10"	"PR07_01"	"DS04"	"DS09"	"DS10"	"DS11"	"DS11_01"	"DS11_02"	"DS11_03"	"DS11_04"	"DS11_05"	"DS11_06"	"DS11_06a"	"DS13_01"	"DS13_02"	"DS13_03"	"DS13_04"	"DS13_05"	"DS13_06"	"DS13_07"	"DS13_08"	"DS13_09"	"DS13_10"	"DS13_11"	"DS13_12"	"DS02_01"	"DS02_02"	"DS02_03"	"DS02_04"	"DS02_05"	"DS02_06"	"NA01"	"NA01_04"	"NA02"	"NA02_06"	"NA03"	"NA04"	"NA05"	"NA05_01"	"NA05_02"	"NA05_03"	"NA05_04"	"NA05_05"	"NA05_06"	"NA05_06a"	"NA06"	"NA07"	"SP01"	"SP01_01"	"SP01_02"	"SP01_03"	"SP01_04"	"SP01_05"	"SP01_06"	"SP01_06a"	"SP01_07"	"PD01_01"	"PD02"	"PD10"	"PD04"	"PD04_07"	"PD05_01"	"PD06"	"PD06_07"	"PD06_08"	"PD07"	"PD07_06"	"PD08"	"PD09"	"PD09_01"	"PD09_02"	"PD09_03"	"PD12_01"	"FB01_01"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
804	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-04 12:55:15	2	T	T	F	F	F	F	F	F	F		1	1	30	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		T	2	5	1	F	F	F	F	F	F	F	F	F	F	F		T												5		2	F	T	T	F	F		F	5	5	4	4	6	1	5	3	6	4	6	2	4	5	5	T	T	T	T	F	T	"The previous questions didn't allow me to say that some of my primary data could not be shared. Most of my work is in patients, which is hard to share."	2	6	5	3	5	2	5	4	2	5	5	5	2	6	6	6	4	7	2		1		2	1	2		T	F	F	F	T	"Slicer; camba; SNPM; "	3	2	1	F	F	T	F	F	F		F	38	1	1	6		16	9			10		1	3	T	T	T	"Wales"	"I found some of the questions odd. There was insufficient opportunities to comment on the role of journals (static, laminated publications etc) in effectively prohibiting open science practices. Open science may obviate the need for journals. "	6	10	6	6	53		9		14	66	44	68	68	87	38	39	8	6	94	194	638		2020-12-04 13:08:53	T	F	20	20	0	0	1.1	18
805	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-04 15:43:13	4	T	T	F	T	F	F	T	F	F		1	2																																															1	F		F	F	F	F	F	F	T	"Whereas I have heard of BIDS, I have no experience with it and thsi would be something the radiology department should centrally implement in collaboration with researchers"	4		2	T	F	T	F	F		F	3	2	2	1	2	1	2	1	1	2	6	1	2	1									2	4	2	2	6	6	6	4	5	4	4	5	1	2	2	7	7	2	1		4		3	1	1	T	F	F		F	F		3	3	1	T	F	F	F	F	F		F	58	1	1	3		24	1			5		1	3	T	T	T	"Netherlands"	"Apart from too little knowledge and experience with online data repositories, my main barrier is that I think at least some of the rights and interests of the researchers should be legally protected and that researchers have some for of saying over what others will do with their data. "	26	24	77	3		149	12		20	98	8	69		76	40	14	11	19	63	204	522		2020-12-04 15:58:27	T	F	20	20	0	0	0.87	12
806	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-04 20:18:21	4	T	T	F	T	F	F	T	F	F		1	2																																															2	F		T	F	T	F	F	F	F		5	-9	1	F	F	F	F	F		T	2	6	5	5	7	2	5	5	5	4	5	1	2	1	1	F	F	F	F	F	T	"I am allowed to share "	7	2	5	5	4	2	2	2	5	4	3	2	5	6	4	5	2	2	3		3		1	2										2	1	F	T	F	F	F	F		F	50	1	2	7	"Computer Scientist "	20	9			5		2	1	T	F	F	"US"	"Asking other people for things is very easy. The actual work others have to do for that request is not easy or trivial. ""Share your data"" sound nice and no one would be against it in principle, but in reality it places a significant extra burden on the authors. Authors have already spent massive resources getting a paper out the door. Adding more burdens on authors by requiring data sharing is a nontrivial decision and has significant costs for the authors, including those in preparing proper documentation. Whether the data will be used by anyone at all, and how long a given repository will last are other questions. In 2006 I shared a full fMRI dataset, and spend an entire week of full time work preparing that data and documenting various scripts and other notes. I don't think a single person has used it and the journal repository disappeared as far as I know. It is always easy to ask other people to spend more money, more time, more resources, when it does not cost anything to you personally. It would be great if all fMRI datasets were available with proper and detailed documentation to everyone, but I don't want to spend more and more, thank you."	32	18	6	38		31	170	6	49	207	101	146	67	7200	68		12	42	106	1033	931		2020-12-04 22:53:56	T	F	20	20	2	1	0.49	2
811	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-04 23:21:40	4	T	F	F	T	F	F	F	T	T	"TMS-hdEEG"	2	2																																															3	F		T	T	T	F	F	F	F		4		2	F	F	T	F	T	"EudraCT"	F	5	3	1	1	1	1	1	1	5	1	7	1	4	2	1	F	F	F	F	F	T	"N/A"	5	5	2	2	1	1	5	1	5	1	1	6	1	1	7	7	5	1	1		1		3	2										1	1	F	F	F	F	F	T	"TMS, electrical stimulation"	F	53	1	1	3		24	7	"anesthesiology"		10		1	1	T	F	F	"BELGIUM"		12	31	8	46		37	22		73	99	9	101	51	93	34		14	30	106	19	785		2020-12-04 23:34:45	T	F	20	20	2	0	0.68	2
812	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-05 15:43:56	3	T	T	F	T	F	F	F	F	F		2	2																																															2	F		F	T	F	F	F	F	T	"It's been a while since I collected MRI data"	4		2	T	T	F	F	F		F	5	2	2	1	4	1	1	2	2	1	7	1	4	1									5	3	3	4	2	3	5	1	5	2	2	1	5	6	5	4	2	1	1		4		3	2										2	2	F	T	T	F	F	F		F	39	1	2	6		15	9			9		2	1	F	T	F	"Canada"		8	9	7	13		43	6		12	42	5	50		53	24		9	8	47	5	341		2020-12-05 15:49:38	T	F	20	20	2	0	1.52	29
814	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-05 22:40:56	2	T	T	F	F	F	F	F	F	F		1	1	35	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		T	1	4	1	F	F	F	F	F	F	F	F	F	F	F		T												4		3	T	T	F	T	F		F	3	2	2	1	3	1	1	3	5	1	5	2	4	2	1	F	F	T	F	F	F		5	6	2	1	4	2	4	2	2	2	4	5	2	5	5	5	2	3	2		1		1	1	1		T	F	F	F	F		3	1	1	F	F	F	F	T	F		F	39	1	2	6		10	9			9		2	1	T	F	F			9	10	6	10	53		13		18	59	6	56	16	67	26	15	10	16	58	14	462		2020-12-05 22:48:39	T	F	20	20	3	1	1.21	12
819	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-06 11:14:14	4	T	T	F	T	F	F	T	F	F		1	2																																															2	F		F	T	T	F	F	F	F		4		1	F	T	F	F	F		F	4	3	1	2	6	1	5	1	3	1	4	1	4	1									5	2	1	1	5	3	4	1	2	4	5	4	5	6	7	5	2	3	1		1		3	2										1	1	T	F	F	F	F	F		F	31	1	2	5		10	9			10		6	2	T	T	F			140	16	31	36		23	14		26	144	8	81		102	34		7	17	93	13	759		2020-12-06 11:27:19	T	F	20	20	4	1	0.74	2
820	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-06 11:58:59	6	T	T	F	T	F	F	T	T	T	"MRS"	1	2																																															2	F		F	T	F	F	F	F	T	"I do not work with the data myself"	5		1	F	F	F	F	F		T	2	4	6	6	5	4	5	4	5	2	2	1	3	3	1	F	T	F	F	F	F		3	2	2	2	2	2	3	1	2	3	3	5	4	6	7	5	2	1	1		6	"gannet"	3	2										3	1	F	F	F	F	F	T	"in-house software developments in matlab"	F	63	1	1	7	"Movement Scientist"	41	9			5		3	2	T	F	T	"Belgium"		122	26	22	33		46	23		18447	105	77	98	43	135	111		11	63	109	19	993		2020-12-06 17:23:50	T	F	20	20	2	0	0.45	0
822	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-07 00:59:50	2	T	T	F	F	F	F	F	F	F		1	1	100	2	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F		F	2	5	2	F	F	F	F	F	F	T	T	F	F	F		F												4		1	F	T	F	F	F		F	4	5	4	5	5	2	4	1	1	2	5	1	2	3	1	F	F	F	T	F	F		6	5	2	2	4	2	2	2	2	2	2	2	6	4	5	6	1	1	1		1		2	1	1		F	F	F	F	T	"fMRIprep"	3	1	2	T	T	F	F	F	F		F	45	1	1	1		18	9			10		1	2	T	T	F			36	16	4	9	117		19		31	111	11	92	20	81	54	40	13	13	112	54	833		2020-12-07 01:13:46	T	F	20	20	3	1	0.76	3
824	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-07 09:22:24	3	T	T	F	T	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		2	3	1	F	F	F	F	F		T	2	6	1	4	6	4	3	5	7	5	4	1	5	3	2	F	T	T	F	F	F		7	7	4	4	5	7	7	5	7	5	5	7	1	5	7	2	2	1	1		1		3	2										3	1	F	T	F	F	F	F		F	30	2	1	6		6	1			3		1	2	T	T	F			170440	14	6	34		13	17	15	16	76	6	69	27	58	33		42	7	73	14	542		2020-12-09 08:51:45	T	F	20	20	4	1	0.91	5
827	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-07 10:14:53	3	T	T	F	F	T	F	F	F	F		1	1	1100	3	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	T	F		F	3	5	2	F	F	F	F	F	F	F	T	F	F	T	"SPM"	F												5	-9	3	T	T	F	T	F		F	5	5	1	1	5	1	1	1	5	1	5	1	5	2	2	T	T	F	F	F	F		6	5	5	5	1	1	1	1	1	1	1	1	5	7	1	1	1	1	2		1		1	1	1		F	F	F	F	T	"FieldTrip"	3	2	2	F	T	F	F	T	F		F	50	1	1	6		30	9			5		2	2	T	T	F	"United Kingdom"		8	9	4	6	75		15	9	12	56	5	61	19	33	14	23	6	9	52	19	435		2020-12-07 10:22:09	T	F	20	20	3	1	1.45	24
832	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-07 20:56:02	2	T	T	F	F	F	F	F	F	F		1	1	80	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	2	5	1	F	F	F	F	F	F	F	F	F	T	F		F												4		2	F	T	T	F	F		F	4	5	5	2	3	1	1	3	5	2	2	2	3	4	1	T	F	F	F	F	F		5	4	4	3	3	2	3	2	3	2	2	1	3	4	5	6	4	2	1		1		2	2										2	1	F	F	T	F	F	F		F	36	1	1	1		11	9			9		1	2	T	T	F	"Germany"		68	6	5	17	64		10		27	60	20	53	20	63	21		9	13	57	41	554		2020-12-07 21:05:17	T	F	20	20	2	0	1.03	9
834	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-08 14:35:55	2	T	T	F	F	F	F	F	F	F		2	2																																															4	F		T	T	T	F	T	F	F		4		1	F	F	F	F	F		T	4	6	6	6	1	2	6	4	6	4	7	1	4	1									7	5	2	7	6	2	6	4	2	2	3	5	1	4	6	6	6	2	1		1		1	1	1		F	F	T	F	F		4	1	2	T	F	F	F	F	T	"in house"	F	50	2	1	1		23	9			5		2	1	T	F	F			18	8	8	27		40	17		11	161	8	118		144	38	15	25	24	78	28	768		2020-12-08 14:48:45	T	F	20	20	3	1	0.8	5
835	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-08 15:29:58	2	T	T	F	F	F	F	F	F	F		1	2																																															3	T	"all data use the structure I specified when I started"	F	T	T	F	F	F	F		5		1	F	F	F	F	F		T	1	7	4	7	6	1	6	4	4	1	4	1	2	3	1	F	F	F	F	F	T	"uncertain of IRB right now"	7	7	4	4	5	1	7	1	7	4	4	7	1	3	6	5	3	4	4	"desktops mac, servers linux"	1		2	1	2		T	T	F	F	F		4	2	2	F	F	T	F	F	T	"in-house TCL scripts"	F	42	2	2	1		10	9			9		3	2	T	T	F	"USA"	"I started my lab 4 years ago and while I'm interested in data sharing, I don't have the resources (people, time, etc.) to spend on converting and my worries about not being able to publish every last ounce of results from my data are very high. One, newer, project is experimenting with the BIDS format, but I'm definitely in survival mode right now - especially with the pandemic. I unfortunately think that the open science movement has the capacity to really disadvantage jr. researchers in comparison to well-established labs. We're still struggling to survive within the system that exists."	19	18	5	26		105	13		18	63	27	65	35	42	183	15	25	20	102	242	557		2020-12-08 15:47:02	T	F	20	20	0	0	0.74	3
836	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-08 16:32:24	3	T	T	F	T	F	F	F	F	F		1	2																																															2	F		F	T	F	F	F	F	T	"will start to use it from next year"	5		1	F	T	F	F	F		F	3	5	3	3	5	2	4	3	5	2	5	1	4	2	1	F	T	F	F	F	F		5	4	3	3	6	3	5	2	2	4	3	2	4	3	2	3	2	2	2		1		2	2	0		F	F	F	F	F		-9	2	1	T	F	F	F	F	F		F	43	1	1	6		16	9			10		2	2	T	T	F	"Ireland"	"I aspire to share my data but it tends to be lower down the list of priorities. But I will be using BIDS from next year. "	106	10	4	15		35	10		15	60	14	65	24	57	36	8	5	6	57	135	543		2020-12-08 16:43:27	T	F	20	20	3	3	1.09	12
837	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-08 18:04:09	6	T	T	T	F	F	F	T	T	T	"FLAIR, SWI, TSE"	1	2																																															1	F		F	F	F	F	F	F	T	"Would require reorganizing large (N>2000) imaging datasets, already have standardized processes/procedures/organization for internal lab use. I do use some BIDS stuff, namely json records to track imaging metadata needed for processing."	2	3	1	F	F	T	F	F		F	2	6	5	4	6	3	5	1	6	2	4	1	2	4	2	F	F	T	T	F	F		5	5	5	5	2	1	4	1	5	4	2	7	2	6	6	4	3	1	2		1		1	1	4		T	T	F	T	T	"FreeSurfer"	2	2	1	F	F	F	F	F	T	"I write my own software in JAVA"	F	40	1	2	6		14	4			10		1	3	T	T	T	"USA"		24	42	5	28		117	36	14	43	71	6	72	31	196	39	20	10	27	71	17	770		2020-12-08 18:18:40	T	F	20	20	2	0	0.73	1
838	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-09 03:44:52	5	T	T	T	F	T	F	T	F	F		1	1	100	3	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	T	F		F	1	5	2	T	F	F	F	F	F	F	T	F	F	F		F												4		1	F	T	F	F	F		F	5	2	3	1	5	1	2	2	5	3	2	1	5	2	1	F	T	F	F	F	F		2	6	2	2	2	1	2	3	5	1	5	1	6	4	2	2	1	1	2		2		2	1	2	F		T	F	T	F		3	2	1	F	F	F	F	T	F		F	38	1	2	1		10	9			9		2	3	T	T	T	"Taiwan"		26	17	4	7	56		11		11	61	9	38	13	55	21	21	7	5	51	26	439		2020-12-09 03:52:12	T	F	20	20	2	0	1.31	18
839	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-09 11:50:14	6	T	T	T	T	F	F	T	T	F		1	2																																															1	F		F	F	F	T	F	F	F		4		2	T	F	T	F	F		F	5	4	2	1	3	1	1	4	4	1	1	1	5	5	1	F	F	F	F	F	T	"Psedoanonymized data cannot be shared, according to GDPR"	4	6	1	1	1	1	1	1	4	4	4	1	2	6	6	7	4	6	2		6	"PET analyses tools are missing. There are also in-house developed software. "	1	1	1	F	F	F	F	F	T	"FreeSurfer, PETSurfer, PVE lab, PMOD,  etc etc"	1	3	2	F	T	F	F	T	F		F	61	2	1	3		35	4			5		1	3	T	T	T		"The questionnaire mainly covers fMRI data, would have liked to see more modalities better represented."	46	14	5	14		13	22		16	101	6	77	52	61	74	52	10	16	54	141	613		2020-12-09 12:03:10	T	F	20	20	2	1	0.82	4
840	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-09 16:54:36	5	T	T	F	T	T	F	T	F	F		1	1	100	2	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	5	5	4	T	F	F	F	F	F	T	T	T	F	F		F												5		1	F	F	F	F	F		T	4	6	2	5	1	2	5	5	6	1	5	2	3	4	1	F	F	F	F	F	T	"currently it's not completely clear whether neuroimaging data could be fully anonymised in order to match all the requirements of General Data Protection Regulation."	1	1	1	1	1	1	1	1	1	1	1	1	3	5	5	6	5	3	2		3		2	1	3	T	T		T	F	F		2	2	1	F	F	T	F	F	F		F	37	1	1	4		12	9			7		3	1	T	F	F	"Italy"		4	18	4	3	48		11		9	55	6	55	130	46	18	12	5	6	36	17	379		2020-12-09 17:02:39	T	F	20	20	2	0	1.54	42
841	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-09 20:52:37	3	T	T	F	T	F	F	F	F	F		1	1	100	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	"can't remember"	F	2	5	1	F	F	F	F	F	F	T	F	F	F	F		F												4		1	F	F	F	F	F		T	2	2	1	1	2	1	1	1	1	1	2	1	5	1									2	1	1	1	1	1	1	1	1	1	1	1	7	5	3	4	1	1	3		1		1	1	1		T	F	F	F	F		3	2	1	F	F	F	F	T	F		F	33	2	2	7	"Cognitive Neuroscientist"	13	9			9		2	1	T	F	F		"The option I would have selected for the pre-registration question was not given, ""The benefits of pre-registration have not been thoroughly demonstrated in order to merit its adoption"" - Strongly agree. See Szollosi et al., 2020 TICS"	29	8	3	8	76		10		6	45	4	36		24	16	8	5	5	39	217	338		2020-12-09 21:01:38	T	F	20	20	2	1	1.71	39
842	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-11 04:19:44	4	T	T	F	T	F	F	F	T	F		2	2																																															2	F		T	T	F	F	F	F	F		4		2	F	T	F	T	F		F	5	3	1	1	5	1	1	5	5	2	4	2	2	4	1	F	F	F	T	F	F		5	5	3	2	5	1	5	1	2	5	5	2	5	3	5	1	1	2	3		2		2	1	1	T		F	F	F	F		2	1	1	F	F	F	F	T	F		F	50	1	2	6		30	9			10		2	3	T	T	T	"Singapore"		153	12	6	29		14	11		16	48	17	47	18	45	25	11	8	14	70	21	565		2020-12-11 04:29:10	T	F	20	20	2	0	1.04	9
843	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-11 04:23:36	2	T	T	F	F	F	F	F	F	F		1	1	4	2	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	T	"self-written MATLAB code"	F	3	4	2	F	F	F	F	F	F	F	T	F	F	T	"BIDS validator"	F												5		1	F	F	F	F	F		T	4	5	6	6	4	2	2	2	6	4	2	1	4	3	2	F	F	T	T	F	F		7	2	5	2	2	2	2	2	2	2	2	1	7	3	6	3	1	1	1		1		1	2										2	1	T	F	F	F	F	F		F	31	1	1	7	"Philosopher and Neuroscientist"	10	9			3		3	2	T	T	F	"Germany"		8729	20	4	21	125		11		29	92	33	67	30	94	26		9	10	115	15	723		2020-12-11 07:00:46	T	F	20	20	2	0	0.79	2
844	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-11 11:13:04	4	T	T	F	T	F	F	T	F	F		2	2																																															1	F		T	F	F	F	F	F	F		4		1	F	F	F	F	F		T	2	2	2	5	5	3	5	6	7	2	2	2	1	3	4	T	T	T	T	F	F		2	2	2	2	2	4	5	2	3	6	6	6	1	2	3	4	3	6	1		1		3	1	1		F	F	F	F	T	"Brainvision analyser"	3	1	1	F	T	F	F	F	F		F	40	2	1	6		16	9			9		2	1	T	F	F			116	15	11	35		7	20		42	125	40	96	65	83	57	31	8	9	103	6	869		2020-12-11 11:27:33	T	F	20	20	3	1	0.83	10
845	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-11 14:17:10	2	T	T	F	F	F	F	F	F	F		1	2																																															3	F		F	T	T	T	F	F	F		5		1	F	F	T	F	F		F	5	5	5	2	4	1	2	2	2	5	4	1	2	4	1	F	F	T	F	F	F		5	6	5	4	3	1	5	6	6	5	5	4	4	5	7	7	5	2	1		1		2	1	2		T	T	F	F	F		3	2	2	T	F	T	F	F	F		F	47	2	1	7	"Neuroscientist"	21	9			10		1	2	T	T	F			52	10	5	12		16	10		15	52	8	57	13	53	19	13	7	8	61	44	455		2020-12-11 14:24:54	T	F	20	20	3	1	1.19	13
846	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-12 18:56:51	2	F	T	F	F	F	F	F	F	T	"SPECT"	2	2																																															1	F		T	F	F	F	F	F	F		3		1	F	F	F	F	F		T	4	7	5	5	4	2	3	4	4	3	2	1	3	1									3	3	2	2	5	3	5	2	1	1	2	3	3	5	5	1	1	1	1		1		2	1	1		T	F	F	F	F		4	1	1	F	F	F	F	F	F		T	42	1	1	3		17	4			10		1	3	T	T	T	"Czechia"		53	137	7	94		15	18		56	71	9	102		401	34	22	8	11	76	11	664		2020-12-12 19:15:36	T	F	20	20	2	0	0.74	2
847	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-14 09:53:25	4	T	T	F	T	F	F	T	F	F		1	2																																															2	F		F	T	T	F	F	F	F		4		2	T	F	T	F	F		F	4	6	6	4	2	2	6	4	2	2	6	2	4	4	1	F	T	F	F	F	F		6	6	6	4	5	2	6	4	5	4	3	5	2	6	6	6	2	2	3		2		2	1	1	T		F	F	F	F		2	2	3	T	T	T	F	F	F		F	46	1	2	3		15	4			3		1	2	T	F	T	"Switzerland"	"The consent form mentioning that data will be shared is crucial for data sharing!"	4	10	6	11		14	7		12	56	11	47	15	59	34	19	7	9	63	54	438		2020-12-14 10:00:44	T	F	20	20	0	0	1.28	25
881	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 09:48:35	1	T	F	F	F	F	F	F	F	F		1	2																																															2	F		F	T	T	F	F	F	F		4		1	F	F	F	F	F		T	2	6	2	6	6	2	5	2	2	1	5	2	1	4	1	F	F	T	F	F	F		2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	2	2		1		2	2										2	2	F	F	T	F	T	F		F	25	1	1	4		11	9			3		1	1	T	F	F			5	5	5	4		9	10		6	71	27	55	9	53	11		10	7	39	2	328		2020-12-15 09:54:04	T	F	20	20	4	1	1.91	68
883	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 09:48:55	2	T	F	F	T	F	F	F	F	F		1	2																																															3	F		T	T	T	F	F	F	F		5		1	F	T	F	F	F		F	3	6	5	3	6	3	3	2	4	1	5	2	4	4	2	T	T	F	F	F	F		6	5	5	5	4	3	3	2	3	2	2	6	3	5	6	6	4	3	2		1		3	1	1		F	T	F	F	F		4	1	1	F	T	F	F	F	F		F	41	1	1	6		15	9			10		2	2	T	T	F	"Italy"		7	10	6	10		18	14		19	58	9	55	18	51	28	9	7	11	47	6	383		2020-12-15 09:55:18	T	F	20	20	2	0	1.38	20
895	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 09:52:26	2	F	F	F	T	F	T	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		5		3	T	T	F	T	F		F	5	2	3	2	2	1	1	1	2	1	6	2	5	3	2	F	T	F	F	F	T	"Previous ethic votes did not consider data sharing, but future ethics votes do!"	3	2	1	1	5	1	4	1	1	1	3	5	7	2	7	7	1	1	1		6	"Matlab (fNIRS), Brainstorm (EEG)"	3	2										2	2	T	F	F	T	F	F		F	31	2	1	7	"Cognitive Scientist (Psychology/Neuroscience)"	6	9			3		2	1	T	F	F	"Germany"	"The question at the bottom of the page asking for legal issues yes/no was difficult to answer, because we have these issues for old data (not considering data sharing) but we always take care of these now in new projects (including data sharing)."	85	26	6	35		29	22		37	91	33	88	64	92	75		18	23	111	123	851		2020-12-15 10:08:24	T	F	20	20	0	0	0.52	0
905	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 09:54:42	2	T	T	F	F	F	F	F	F	F		1	1	15	3	T	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	1	2	2	F	F	F	T	F	T	F	F	F	F	F		F												4		1	F	F	F	T	F		F	4	5	6	7	6	6	7	7	5	7	5	1	5	4	1	T	F	F	F	F	F		6	6	6	6	6	7	6	7	6	7	6	6	6	5	5	6	5	6	1		4		2	1	1	F	F	T		F	F		3	1	1	F	F	F	T	F	F		F		2	1	3		3	9			1		1	1	T	F	F			12	7	5	4	23		4		9	18	3	11	4	89	132	7	5	123	28	10	382		2020-12-15 10:02:56	T	F	20	20	5	3	2.04	81
914	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 09:57:40	3	T	T	F	T	F	F	F	F	F		1	1	35	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		T	1	5	1	F	F	F	F	F	F	F	F	F	T	F		F												5		1	F	T	F	F	F		F	5	5	5	4	3	4	5	2	2	2	4	1	3	4	2	T	F	T	F	F	F		5	3	3	3	3	3	4	3	6	4	4	3	3	5	6	7	2	2	2		1		1	1	2		T	F	F	F	T	"MRIcroN, EEGlab, Fieldtrip"	4	2	2	F	F	T	F	T	F		F	47	1	1	6		18	9			10		1	1	T	F	F	"Germany"		13	14	5	8	62		11		19	87	48	103	67	105	38	56	7	13	60	14	690		2020-12-15 10:09:50	T	F	20	20	2	0	0.93	6
915	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 09:58:01	2	T	F	F	F	F	F	F	F	T	"Voltammetry"	1	2																																															2	F		F	F	T	F	T	F	F		4		1	F	F	F	F	F		T	2	2	7	2	5	4	4	5	5	2	3	2	4	3	1	F	F	T	F	F	F		5	4	5	5	3	3	4	3	4	5	5	3	6	3	3	3	4	4	1		1		2	2										2	1	F	F	F	F	F	T	"Cogent"	F	35	1	1	6		10	9			9		2	3	T	T	T			4	11	4	3		16	7		6	48	6	3763	11	34	17		5	9	42	2	292		2020-12-15 11:04:30	T	F	20	20	3	1	1.83	71
